water_quality,air_quality_index,biodiversity_index,vegetation_cover,soil_ph,ecosystem_health
37.454011884736246,112.09224554000954,0.7299983109899704,63.81445683721739,5.144016226624291,degraded
95.07143064099162,99.87362886942098,0.18451199559871156,45.92924535341931,4.021497763391319,degraded
73.1993941811405,52.846173750858014,0.3466396943698862,96.44985248639408,4.194975737347188,degraded
59.86584841970366,182.1800010304464,0.6632806368578182,21.89784509842382,4.49369120499507,degraded
15.601864044243651,142.98724815258868,0.48208934452447993,58.78564159989407,4.620093339007216,degraded
15.599452033620265,259.7102976972011,0.7385710386348938,70.02100149902226,4.832439950657992,degraded
5.8083612168199465,9.632874144617476,0.9612079012228597,82.55644893453817,4.905030159299219,degraded
86.61761457749351,193.1603782665379,0.1165466877151975,40.697103042800705,6.006439900181448,degraded
60.11150117432088,228.88466355346833,0.7095677163980609,68.69219076574815,6.302652549543227,degraded
70.80725777960456,227.8459707564921,0.23034415563211452,30.320147138428275,5.198835644694958,degraded
2.0584494295802447,265.82219012865755,0.41447672740756925,43.547609236182026,8.490130309564005,degraded
96.99098521619943,218.71012284884821,0.032862725795139824,89.56271312033992,6.5422684783642495,degraded
83.24426408004217,278.34301849430886,0.13590738229269894,94.99076093309543,7.831123104183737,degraded
21.233911067827616,99.79697994626744,0.3197772890488997,71.88173469272647,8.583308078314637,degraded
18.182496720710063,150.96282502546293,0.34198580528798495,37.4351890776185,4.397243130166928,degraded
18.34045098534338,4.223898984867203,0.8995852164620958,82.00577899746641,5.85330966043599,degraded
30.42422429595377,2.087276190987364,0.7418129092665151,2.5867081725420182,5.882657209430349,degraded
52.475643163223786,72.03798613545597,0.9721829681870411,10.274591053942107,5.449597377410948,at risk
43.194501864211574,30.242159141725576,0.5990715103352405,66.13737363753611,3.54898226603402,degraded
29.122914019804192,78.06341038072608,0.24171373209131797,29.124857527005744,7.987846592779523,degraded
61.18528947223795,53.11298835851922,0.32765502992164286,95.13862184004778,4.113576268546465,degraded
13.949386065204184,8.556007451594471,0.3198359232919671,43.606061209230475,8.975143288569674,degraded
29.214464853521815,272.79124392181484,0.3264943276632516,42.9364820389177,7.751271705511499,degraded
36.63618432936917,2.4669394166674574,0.6729641731118157,67.80795101909312,6.690055096835829,degraded
45.606998421703594,220.82464330112563,0.5308079280904162,76.75685623061896,4.350335297578786,degraded
78.51759613930136,45.64436607585496,0.3854241780866443,47.55587381251365,6.334661342662859,degraded
19.967378215835975,273.66888659988,0.1490897687287166,21.400090171172415,4.936098074717949,degraded
51.42344384136116,267.83878187696575,0.022139162942145907,77.33086427256217,4.887773884986882,degraded
59.24145688620425,196.1703439107772,0.2188346775876926,32.03512748736276,8.06241087160367,degraded
4.645041271999773,201.67024494018153,0.10747140396868127,17.51107692938576,5.59354433177689,degraded
60.75448519014384,1.601742590906563,0.7854450308522394,63.164018992501326,5.978980918649422,at risk
17.052412368729154,295.4614698340806,0.11249795781388539,9.04536669903504,8.136306057790652,degraded
6.505159298527952,263.3497810727443,0.7242282373068362,97.1352675086055,3.9828484414536343,degraded
94.88855372533332,268.5318677190276,0.38565868977608264,63.2397264412137,6.770398192000773,degraded
96.56320330745594,197.7733611152616,0.07337838974377597,98.58955209217558,6.680186247551708,degraded
80.83973481164611,103.43607859636096,0.8127300494315858,33.889342347863604,5.838680130966713,at risk
30.46137691733707,268.0945947271442,0.5796305702366134,97.12051611903979,8.06376052783251,degraded
9.767211400638388,87.4550784453577,0.23576151286357305,14.556224772862357,8.68589533734631,degraded
68.42330265121569,168.81346300266085,0.8946811743326679,4.069477234702845,6.059347240524859,degraded
44.01524937396013,29.919291703164717,0.04525831387055146,3.298406045460256,6.008808780491199,degraded
12.203823484477883,276.58668903982505,0.2018196081977629,46.487037059922706,6.261350513189097,degraded
49.51769101112702,42.231137331363996,0.752046927805861,8.300419747859477,7.477182169581838,degraded
3.4388521115218396,67.46904171912217,0.7093779303098892,51.216788416760174,7.174331598844293,degraded
90.9320402078782,167.4402474384645,0.28927169372447803,32.75005035089005,4.725592220637878,degraded
25.87799816000169,229.22790006389445,0.062024875352783115,33.56289924741156,3.8514244172963883,degraded
66.2522284353982,185.8053917808897,0.8580780722249438,63.56089965451698,8.720897713992342,degraded
31.171107608941096,69.64017384004684,0.3136976380699026,16.30980061516202,4.935883678535373,degraded
52.00680211778108,0.28291275824710027,0.19571341492826522,76.6553370339731,7.012281765798255,degraded
54.67102793432797,227.14517409223177,0.5160618223609771,58.20309197786347,8.056409015090473,degraded
18.485445552552704,295.56219777332814,0.9102271992824473,91.49446288475109,5.151522128009525,degraded
96.95846277645586,242.9739360918271,0.043546577843375345,36.48406537675234,6.994883775113108,degraded
77.51328233611146,138.0619854469846,0.7658040880308877,98.27149920671255,4.0934513263207375,at risk
93.9498941564189,271.130178419732,0.5724732279387089,57.58276467140232,8.834622944066133,degraded
89.48273504276489,122.954301935505,0.42544911655181694,97.34019561875338,3.8198705127784423,degraded
59.78999788110851,157.48022527304028,0.74408044410506,2.706065404711533,5.90996070612537,degraded
92.18742350231169,143.13893021870499,0.9658244244416323,72.7976322412388,6.452505831330129,at risk
8.84925020519195,134.2871617996575,0.22920621116269102,81.66215242927363,7.847649782648502,degraded
19.59828624191452,232.55723078817172,0.14364736507211961,5.3173286676487574,4.166206843898316,degraded
4.522728891053807,158.0306721808476,0.912881745222697,57.896966401624574,5.924443856203471,degraded
32.53303307632643,95.01513660756483,0.6689530774573037,80.19422935894484,5.148413632488988,degraded
38.8677289689482,77.4474502975435,0.437986021561966,56.10387252230728,5.21605893631337,degraded
27.134903177389592,11.324195090230017,0.5732595702642831,6.381359040546664,7.78333353835888,degraded
82.87375091519293,174.9585485649138,0.745613905176244,69.34472408983115,3.5300351976750823,degraded
35.67533266935893,68.98842462031027,0.7730318987057172,6.059691467330863,7.6199600273478145,degraded
28.093450968738075,44.440176604914924,0.9198941808189646,81.74688950164385,7.957191365677084,degraded
54.26960831582485,196.1489891483033,0.42684278889562266,4.303418330669439,8.45749234113138,degraded
14.092422497476264,204.36277734646464,0.293410910019395,13.73973810103708,6.947849917767659,degraded
80.21969807540397,225.6464676772998,0.6396642667898419,27.51075905232685,5.334004305497327,degraded
7.455064367977082,151.07306890157744,0.41572789927953036,63.33647922608,5.849791029018789,degraded
98.68869366005173,268.216381561166,0.5945984539489779,97.6359099631306,8.83354845258086,degraded
77.22447692966574,280.90282601946836,0.4199857984559502,11.782285261993442,8.346527545397187,degraded
19.87156815341724,242.21128193774683,0.15299578667817448,14.270766921391843,6.049392500046931,degraded
0.5522117123602399,190.67804460245617,0.4694267516589584,36.887039670098034,8.686846539110073,degraded
81.54614284548342,91.1162860773566,0.6909178219410328,83.62191377553202,8.026251814735524,at risk
70.68573438476172,294.88347648606634,0.7992838076676498,46.72309527508142,8.45599423912887,degraded
72.90071680409874,82.2408501575815,0.49332627679654684,32.16106002558217,7.256374790167565,degraded
77.12703466859458,60.79707659712932,0.16523789021040092,56.120383220886126,8.217097239040973,degraded
7.4044651734090365,132.64623413597482,0.4146877096494316,26.052319744575,8.404713777338792,degraded
35.84657285442726,17.052171213716537,0.7862939288416982,40.115990724752095,4.006091214973693,degraded
11.586905952512971,293.54833940153725,0.41285927061707284,33.260514923204184,8.808693371633622,degraded
86.31034258755935,176.53006692492744,0.6965307936042223,80.41410224146459,5.334872043202348,degraded
62.329812682755794,167.08562749925258,0.5072136816780898,92.42557264380008,5.9194473027084555,degraded
33.08980248526492,196.73888396991597,0.2412231251093967,75.95721921569118,7.855470675560484,degraded
6.355835028602364,149.107094333162,0.7961505080230743,43.90835760299835,7.156929680648737,degraded
31.09823217156622,9.619055128362476,0.08421345407068703,50.43349774966638,8.411829518398315,degraded
32.518332202674706,183.69338665211902,0.5248902827551506,12.507369392943568,5.703155629272247,degraded
72.96061783380641,214.85216308692918,0.20889103424340494,74.68647111345378,5.553084900218872,degraded
63.75574713552131,125.02471818721594,0.06706562854137565,59.64756793950441,3.674288672477258,degraded
88.72127425763266,227.18867162135788,0.5029339370832488,90.24399961374364,6.04498957168312,degraded
47.22149251619493,68.10038980152619,0.4995621559349236,20.06111435751532,7.482389236810098,degraded
11.959424593830171,66.3829773198552,0.7069009016757208,75.97261219326121,5.156482946944188,degraded
71.3244787222995,48.42509630627219,0.7447506930519049,68.46716617191898,6.0449958252061275,healthy
76.07850486168974,111.59842793674855,0.7277914886928968,26.58455338097522,4.7066877266690295,at risk
56.127719756949624,254.10361061672506,0.40955873291675504,66.73786395408251,7.750332932293034,degraded
77.0967179954561,248.3736186447193,0.6316897872265625,92.43733805766496,3.832813587376309,degraded
49.379559636439076,114.84726238905114,0.5769452426439603,91.84359876671189,7.379606802502741,degraded
52.27328293819941,176.73562079407097,0.4215617561169196,71.96265745161413,5.584170064597409,degraded
42.75410183585496,216.24489494247467,0.5972126941859932,4.80731125340601,3.7287783816291644,degraded
2.541912674409519,72.36203238840689,0.9472478767062625,87.22643373201615,8.194082730104821,degraded
10.789142699330444,50.442325768424126,0.19289374368137735,65.777860700454,6.182470247496409,degraded
3.142918568673425,291.6287979636933,0.9057720957855263,31.043425318273442,6.79625433288871,degraded
63.64104112637804,185.26719396288556,0.053455513983198366,18.72503617056993,7.526168803384513,degraded
31.435598107632668,294.42471655009916,0.30838921290166066,11.620386299731711,7.102909381506538,degraded
50.85706911647028,101.32679613966873,0.28814524861152824,5.0236899257760985,7.519712789480364,degraded
90.7566473926093,210.90950999223946,0.6263651078809057,75.41032479507564,7.692549265178218,degraded
24.929222914887493,66.78109096237131,0.13122495177729032,23.584299894327533,6.74033341810536,degraded
41.038292303562976,78.36005138217388,0.8823476118397537,2.425293604325507,5.511008069992662,degraded
